HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	Entrez Gene ID	Ensembl Gene ID	RefSeq IDs	Vega ID	OMIM ID(supplied by OMIM)	UniProt ID(supplied by UniProt)
HGNC:6851	MAP3K12	mitogen-activated protein kinase kinase kinase 12	Approved	ZPK	MUK, DLK, ZPKP1, MEKK12	12q13.13	U07358	7786	ENSG00000139625	NM_006301	OTTHUMG00000169854	600447	Q12852
HGNC:6852	MAP3K13	mitogen-activated protein kinase kinase kinase 13	Approved		LZK, MEKK13	3q27	BC031677	9175	ENSG00000073803	NM_004721	OTTHUMG00000156673	604915	O43283
HGNC:6853	MAP3K14	mitogen-activated protein kinase kinase kinase 14	Approved		NIK, HSNIK, FTDCR1B, HS	17q21.31	Y10256	9020	ENSG00000006062	NM_003954	OTTHUMG00000180364	604655	Q99558
HGNC:31689	MAP3K15	mitogen-activated protein kinase kinase kinase 15	Approved		bA723P2.3, FLJ16518, ASK3	Xp22.12	AK131412	389840	ENSG00000180815	NM_001001671	OTTHUMG00000022724	300820	Q6ZN16
HGNC:26249	MAP3K19	mitogen-activated protein kinase kinase kinase 19	Approved	YSK4	FLJ23074, RCK	2q21.3	AK026727	80122	ENSG00000176601	NM_025052	OTTHUMG00000074083		Q56UN5
HGNC:6862	MAP4	microtubule-associated protein 4	Approved			3p21		4134	ENSG00000047849	NM_002375	OTTHUMG00000156828	157132	P27816
HGNC:6863	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1	Approved		HPK1	19q13.1-q13.4	U66464	11184		NM_001042600		601983	Q92918
HGNC:6864	MAP4K2	mitogen-activated protein kinase kinase kinase kinase 2	Approved	RAB8IP	GCK, BL44	11q13.1	BC047865	5871	ENSG00000168067	NM_004579	OTTHUMG00000045328	603166	Q12851
HGNC:6865	MAP4K3	mitogen-activated protein kinase kinase kinase kinase 3	Approved	RAB8IPL1	GLK, MAPKKKK3	2p22.3	AF000145	8491	ENSG00000011566	NM_003618	OTTHUMG00000102127	604921	Q8IVH8
HGNC:6866	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4	Approved		HGK, NIK, FLH21957	2q11.2-q12	AF096300	9448	ENSG00000071054	NM_004834	OTTHUMG00000155394	604666	O95819
HGNC:6867	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5	Approved		KHS1, GCKR, KHS	14q11.2-q21	U77129	11183		NM_006575		604923	Q9Y4K4
HGNC:6868	MAP6	microtubule-associated protein 6	Approved		KIAA1878, STOP, FLJ41346, MAP6-N	11q13.5	AK123340	4135	ENSG00000171533	NM_033063	OTTHUMG00000165343	601783	Q96JE9
HGNC:25753	MAP6D1	MAP6 domain containing 1	Approved		FLJ12748, SL21	3q27.1	BC006434	79929	ENSG00000180834	NM_024871	OTTHUMG00000156900	610593	Q9H9H5
HGNC:6869	MAP7	microtubule-associated protein 7	Approved		E-MAP-115	6q23.2	X73882	9053	ENSG00000135525	NM_003980	OTTHUMG00000015646	604108	Q14244
HGNC:25514	MAP7D1	MAP7 domain containing 1	Approved	PARCC1, RPRC1	FLJ10350, FLJ39022	1p34.3	AK096341	55700	ENSG00000116871	NM_018067	OTTHUMG00000007714		Q3KQU3
HGNC:25899	MAP7D2	MAP7 domain containing 2	Approved		FLJ14503	Xp22.12	BC089400	256714	ENSG00000184368	NM_152780	OTTHUMG00000021228		Q96T17
HGNC:25742	MAP7D3	MAP7 domain containing 3	Approved		FLJ12649	Xq26.3	AL832120	79649	ENSG00000129680		OTTHUMG00000022507	300930	Q8IWC1
HGNC:26118	MAP9	microtubule-associated protein 9	Approved		ASAP, FLJ21159	4q32.1	AK024812	79884	ENSG00000164114	NM_001039580	OTTHUMG00000133628	610070	Q49MG5
HGNC:29265	MAP10	microtubule-associated protein 10	Approved	KIAA1383	MTR120	1q42.2	AB037804	54627	ENSG00000212916	NM_019090	OTTHUMG00000037819		Q9P2G4
HGNC:6871	MAPK1	mitogen-activated protein kinase 1	Approved	PRKM2, PRKM1	ERK, ERK2, p41mapk, MAPK2	22q11.2	M84489	5594	ENSG00000100030		OTTHUMG00000030508	176948	P28482
HGNC:19840	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1-like	Approved	C14orf32		14q22.1	AK025580	93487		NM_144578			Q8NDC0
HGNC:6877	MAPK3	mitogen-activated protein kinase 3	Approved	PRKM3	ERK1, p44mapk, p44erk1	16p11.2	M84490	5595	ENSG00000102882		OTTHUMG00000132149	601795	P27361
HGNC:6878	MAPK4	mitogen-activated protein kinase 4	Approved	PRKM4	Erk3-related, Erk4	18q21.1	X59727	5596	ENSG00000141639	NM_002747	OTTHUMG00000179853	176949	P31152
HGNC:6879	MAPK6	mitogen-activated protein kinase 6	Approved	PRKM6	ERK3, p97MAPK, HsT17250	15q21	L77964	5597	ENSG00000069956	NM_002748	OTTHUMG00000131891	602904	Q16659
HGNC:6880	MAPK7	mitogen-activated protein kinase 7	Approved	PRKM7	BMK1, ERK5	17p11.2	U25278	5598	ENSG00000166484	NM_139033	OTTHUMG00000059587	602521	Q13164
HGNC:6881	MAPK8	mitogen-activated protein kinase 8	Approved	PRKM8	JNK, JNK1, SAPK1	10q11	L26318	5599	ENSG00000107643		OTTHUMG00000018172	601158	P45983
HGNC:6882	MAPK8IP1	mitogen-activated protein kinase 8 interacting protein 1	Approved	PRKM8IP	IB1, JIP-1, JIP1	11p11.2		9479	ENSG00000121653	NM_005456	OTTHUMG00000134324	604641	Q9UQF2
HGNC:6883	MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2	Approved	PRKM8IPL	IB2, JIP2	22q13.33	AL021708	23542	ENSG00000008735	NM_012324	OTTHUMG00000150181	607755	Q13387
HGNC:6884	MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3	Approved		KIAA1066, JSAP1, JIP3, syd	16p13.3	AB028989	23162	ENSG00000138834	NM_001040439	OTTHUMG00000128637	605431	Q9UPT6
HGNC:6886	MAPK9	mitogen-activated protein kinase 9	Approved	PRKM9	JNK2, p54a, SAPK	5q35	U09759	5601	ENSG00000050748		OTTHUMG00000130934	602896	P45984
HGNC:6872	MAPK10	mitogen-activated protein kinase 10	Approved	PRKM10	JNK3, p493F12, p54bSAPK	4q22-q23	U07620	5602	ENSG00000109339		OTTHUMG00000130604	602897	P53779
HGNC:6873	MAPK11	mitogen-activated protein kinase 11	Approved	PRKM11	p38-2, p38Beta, SAPK2	22q13.33	Y14440	5600	ENSG00000185386		OTTHUMG00000150226	602898	Q15759
HGNC:6874	MAPK12	mitogen-activated protein kinase 12	Approved	SAPK3	ERK6, PRKM12, p38gamma, SAPK-3	22q13.3	U66243	6300	ENSG00000188130	NM_002969	OTTHUMG00000030145	602399	P53778
HGNC:6875	MAPK13	mitogen-activated protein kinase 13	Approved	PRKM13	SAPK4, p38delta	6p21	Y10488	5603	ENSG00000156711		OTTHUMG00000014587	602899	O15264
HGNC:6876	MAPK14	mitogen-activated protein kinase 14	Approved	CSPB1, CSBP1, CSBP2	PRKM14, p38, Mxi2, PRKM15	6p21.3-p21.2	L35263	1432	ENSG00000112062	NM_001315	OTTHUMG00000159806	600289	Q16539
HGNC:24667	MAPK15	mitogen-activated protein kinase 15	Approved		ERK8, ERK7	8q24.3	AY065978	225689	ENSG00000181085	NM_139021	OTTHUMG00000146450		Q8TD08
HGNC:18752	MAPKAP1	mitogen-activated protein kinase associated protein 1	Approved		MGC2745, SIN1, MIP1	9q34.11	M37191	79109	ENSG00000119487		OTTHUMG00000020683	610558	Q9BPZ7
HGNC:6887	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2	Approved			1q32	U12779	9261	ENSG00000162889	NM_004759	OTTHUMG00000036342	602006	P49137
HGNC:6888	MAPKAPK3	mitogen-activated protein kinase-activated protein kinase 3	Approved		3pK, MAPKAP3, 3PK	3p21.3	U43784	7867	ENSG00000114738	NM_004635	OTTHUMG00000156850	602130	Q16644
HGNC:6889	MAPKAPK5	mitogen-activated protein kinase-activated protein kinase 5	Approved		PRAK	12q24.13	AF032437	8550	ENSG00000089022	NM_139078	OTTHUMG00000169605	606723	Q8IW41
HGNC:29536	MAPKBP1	mitogen-activated protein kinase binding protein 1	Approved		KIAA0596	15q15.1	AB011168	23005	ENSG00000137802	NM_014994	OTTHUMG00000160227		O60336
HGNC:6890	MAPRE1	microtubule-associated protein, RP/EB family, member 1	Approved		EB1	20q11.1-q11.3	U24166	22919	ENSG00000101367	NM_012325	OTTHUMG00000032228	603108	Q15691
HGNC:6891	MAPRE2	microtubule-associated protein, RP/EB family, member 2	Approved		RP1, EB1, EB2	18q12.1	X94232	10982	ENSG00000166974	NM_014268	OTTHUMG00000132551	605789	Q15555
HGNC:6892	MAPRE3	microtubule-associated protein, RP/EB family, member 3	Approved		RP3, EB3	2p23.3-p23.1	Y11174	22924	ENSG00000084764	NM_012326	OTTHUMG00000097067	605788	Q9UPY8
HGNC:6893	MAPT	microtubule-associated protein tau	Approved	DDPAC, MAPTL	MTBT1, tau, PPND, FTDP-17, TAU, MSTD, MTBT2, FLJ31424, MGC138549, PPP1R103	17q21	J03778	4137	ENSG00000186868	NM_016835	OTTHUMG00000168833	157140	P10636
HGNC:26189	MARC1	mitochondrial amidoxime reducing component 1	Approved	MOSC1	FLJ22390	1q41	AK026043	64757	ENSG00000186205	NM_022746	OTTHUMG00000037353	614126	Q5VT66
HGNC:26064	MARC2	mitochondrial amidoxime reducing component 2	Approved	MOSC2	FLJ20605	1q41		54996	ENSG00000117791	NM_017898	OTTHUMG00000037354	614127	Q969Z3
HGNC:26077	MARCH1	membrane-associated ring finger (C3HC4) 1, E3 ubiquitin protein ligase	Approved		FLJ20668, MARCH-I, RNF171	4q32.2	AK000675	55016		NM_017923		613331	Q8TCQ1
HGNC:28038	MARCH2	membrane-associated ring finger (C3HC4) 2, E3 ubiquitin protein ligase	Approved		HSPC240, MARCH-II, RNF172	19p13.2	AF151074	51257		NM_016496		613332	Q9P0N8
HGNC:28728	MARCH3	membrane-associated ring finger (C3HC4) 3, E3 ubiquitin protein ligase	Approved		MGC48332, MARCH-III, RNF173	5q23.2	AF055007	115123	ENSG00000173926	NM_178450	OTTHUMG00000128968	613333	Q86UD3
HGNC:29269	MARCH4	membrane-associated ring finger (C3HC4) 4, E3 ubiquitin protein ligase	Approved		KIAA1399, MARCH-IV, RNF174	2q35	AB037820	57574	ENSG00000144583	NM_020814	OTTHUMG00000154824	608208	Q9P2E8
HGNC:26025	MARCH5	membrane-associated ring finger (C3HC4) 5	Approved	RNF153	FLJ20445, MARCH-V	10q23.32-q23.33	BC015480	54708	ENSG00000198060	NM_017824	OTTHUMG00000018757	610637	Q9NX47
HGNC:30550	MARCH6	membrane-associated ring finger (C3HC4) 6, E3 ubiquitin protein ligase	Approved		TEB4, MARCH-VI, RNF176	5p15.2	AB011169	10299	ENSG00000145495	NM_005885	OTTHUMG00000162027	613297	O60337
HGNC:17393	MARCH7	membrane-associated ring finger (C3HC4) 7, E3 ubiquitin protein ligase	Approved	AXOT	MARCH-VII, RNF177	2q24.2	AK022973	64844	ENSG00000136536	NM_022826	OTTHUMG00000132029	613334	Q9H992
HGNC:23356	MARCH8	membrane-associated ring finger (C3HC4) 8, E3 ubiquitin protein ligase	Approved	MIR	c-MIR, CMIR, MARCH-VIII, RNF178	10q11.22	AL833316	220972	ENSG00000165406	NM_145021	OTTHUMG00000019345	613335	Q5T0T0
HGNC:25139	MARCH9	membrane-associated ring finger (C3HC4) 9	Approved		RNF179, FLJ36578	12q14.1	BC009489	92979		NM_138396		613336	Q86YJ5
HGNC:26655	MARCH10	membrane-associated ring finger (C3HC4) 10, E3 ubiquitin protein ligase	Approved	RNF190	FLJ35757, MARCH-X	17q23.3	AK093076	162333		NM_152598		613337	Q8NA82
HGNC:33609	MARCH11	membrane-associated ring finger (C3HC4) 11	Approved		MARCH-XI	5p15.1	BC150513	441061	ENSG00000183654	NM_001102562	OTTHUMG00000161789	613338	A6NNE9
HGNC:6759	MARCKS	myristoylated alanine-rich protein kinase C substrate	Approved	MACS	PKCSL, 80K-L	6q21	M68956	4082	ENSG00000277443	NM_002356	OTTHUMG00000188327	177061	P29966
HGNC:7142	MARCKSL1	MARCKS-like 1	Approved	MLP	F52, MacMARCKS, MLP1	1p35.1	AF031640	65108	ENSG00000175130	NM_023009	OTTHUMG00000007589	602940	P49006
HGNC:6895	MARCO	macrophage receptor with collagenous structure	Approved		SCARA2	2q14.2	AF035819	8685	ENSG00000019169	NM_006770	OTTHUMG00000131400	604870	Q9UEW3
HGNC:6896	MARK1	MAP/microtubule affinity-regulating kinase 1	Approved		MARK, PAR-1C	1q41	AF154845	4139	ENSG00000116141		OTTHUMG00000037351	606511	Q9P0L2
HGNC:3332	MARK2	MAP/microtubule affinity-regulating kinase 2	Approved	EMK1	PAR-1, Par1b, PAR-1B	11q13.1	BC008771	2011	ENSG00000072518	NM_017490	OTTHUMG00000160504	600526	Q7KZI7
HGNC:6897	MARK3	MAP/microtubule affinity-regulating kinase 3	Approved		CTAK1, KP78, PAR-1A	14q32.32	M80359	4140	ENSG00000075413	NM_001128918	OTTHUMG00000171789	602678	P27448
HGNC:13538	MARK4	MAP/microtubule affinity-regulating kinase 4	Approved	MARKL1	Nbla00650, FLJ90097, KIAA1860, PAR-1D	19q13.32	AB049127	57787	ENSG00000007047	NM_031417	OTTHUMG00000181769	606495	Q96L34
HGNC:6898	MARS	methionyl-tRNA synthetase	Approved		MetRS, SPG70, CMT2U	12q13.3	X94754	4141	ENSG00000166986	NM_004990	OTTHUMG00000169996	156560	P56192
HGNC:25133	MARS2	methionyl-tRNA synthetase 2, mitochondrial	Approved		mtMetRS, SPAX3	2q33.1	BC009115	92935	ENSG00000247626	NM_138395	OTTHUMG00000154487	609728	Q96GW9
HGNC:28674	MARVELD1	MARVEL domain containing 1	Approved	MRVLDC1	MGC4415, GB14, FLJ23440, FLJ22343, bA548K23.8	10q24.2	BC004995	83742	ENSG00000155254	NM_031484	OTTHUMG00000018865		Q9BSK0
HGNC:26401	MARVELD2	MARVEL domain containing 2	Approved	MRVLDC2, DFNB49	FLJ30532, TRIC	5q13.1	AK055094	153562	ENSG00000152939	NM_144724	OTTHUMG00000162512	610572	Q8N4S9
HGNC:30525	MARVELD3	MARVEL domain containing 3	Approved	MRVLDC3		16q22.2	BC013376	91862	ENSG00000140832	NM_052858	OTTHUMG00000137591	614094	Q96A59
HGNC:6899	MAS1	MAS1 proto-oncogene, G protein-coupled receptor	Approved			6q24-q27	M13150	4142	ENSG00000130368	NM_002377	OTTHUMG00000015944	165180	P04201
HGNC:13961	MAS1L	MAS1 proto-oncogene like, G protein-coupled receptor	Approved		MAS-L, MRG, dJ994E9.2	6p22.1	S78653	116511	ENSG00000204687	NM_052967	OTTHUMG00000031089	607235	P35410
HGNC:6901	MASP1	mannan-binding lectin serine peptidase 1 (C4/C2 activating component of Ra-reactive factor)	Approved	CRARF, PRSS5	MASP	3q27-q28	D28593	5648	ENSG00000127241	NM_001879	OTTHUMG00000156461	600521	P48740
HGNC:6902	MASP2	mannan-binding lectin serine peptidase 2	Approved	MASP1P1		1p36.3-p36.2	X98400	10747	ENSG00000009724	NM_006610	OTTHUMG00000002121	605102	O00187
HGNC:19034	MAST1	microtubule associated serine/threonine kinase 1	Approved		SAST, KIAA0973	19p13.2	AB023190	22983		NM_014975		612256	Q9Y2H9
HGNC:19035	MAST2	microtubule associated serine/threonine kinase 2	Approved		MAST205, KIAA0807	1p34.1	AB047005	23139	ENSG00000086015	NM_015112	OTTHUMG00000008007	612257	Q6P0Q8
HGNC:19036	MAST3	microtubule associated serine/threonine kinase 3	Approved		KIAA0561	19p13	AB011133	23031		XM_038150		612258	O60307
HGNC:19037	MAST4	microtubule associated serine/threonine kinase family member 4	Approved		KIAA0303	5q12.3	AY830839	375449	ENSG00000069020		OTTHUMG00000152471		O15021
HGNC:19042	MASTL	microtubule associated serine/threonine kinase-like	Approved		FLJ14813, THC2, Gwl	10p12.1	BC009107	84930	ENSG00000120539	NM_032844	OTTHUMG00000017855	608221	Q96GX5
HGNC:6903	MAT1A	methionine adenosyltransferase I, alpha	Approved		MAT, SAMS, MATA1, SAMS1	10q22		4143	ENSG00000151224	NM_000429	OTTHUMG00000018613	610550	Q00266
HGNC:6904	MAT2A	methionine adenosyltransferase II, alpha	Approved		SAMS2, MATA2, MATII	2p11.2		4144	ENSG00000168906	NM_005911	OTTHUMG00000130174	601468	P31153
HGNC:6905	MAT2B	methionine adenosyltransferase II, beta	Approved		MATIIbeta, SDR23E1	5q34	AF182814	27430	ENSG00000038274	NM_013283	OTTHUMG00000130379	605527	Q9NZL9
HGNC:6906	MATK	megakaryocyte-associated tyrosine kinase	Approved		HYLTK, CTK, HYL, Lsk, CHK, HHYLTK, DKFZp434N1212, MGC1708, MGC2101	19p13.3	L18974	4145		NM_139355		600038	P42679
HGNC:6907	MATN1	matrilin 1, cartilage matrix protein	Approved	CRTM, CMP		1p35	M55675	4146	ENSG00000162510	NM_002379	OTTHUMG00000003705	115437	P21941
HGNC:6908	MATN2	matrilin 2	Approved			8q22.1-q22.2	U69263	4147				602108	O00339
HGNC:6909	MATN3	matrilin 3	Approved		EDM5, HOA	2p24-p23	AJ001047	4148	ENSG00000132031	NM_002381	OTTHUMG00000151788	602109	O15232
HGNC:6910	MATN4	matrilin 4	Approved			20q13.12	AJ007581	8785	ENSG00000124159		OTTHUMG00000033043	603897	O95460
HGNC:6912	MATR3	matrin 3	Approved	MPD2	KIAA0723, MGC9105, VCPDM	5q31.3	M63483	9782	ENSG00000015479	NM_018834	OTTHUMG00000129229	164015	P43243
HGNC:29140	MAU2	MAU2 sister chromatid cohesion factor	Approved	KIAA0892	MGC75361, mau-2, MAU2L, SCC4	19p13.11	AB020699	23383	ENSG00000129933	NM_015329	OTTHUMG00000150188	614560	Q9Y6X3
HGNC:29233	MAVS	mitochondrial antiviral signaling protein	Approved		VISA, KIAA1271, IPS-1, Cardif	20p13	DQ174270	57506	ENSG00000088888	NM_020746	OTTHUMG00000031765	609676	Q7Z434
HGNC:6913	MAX	MYC associated factor X	Approved		bHLHd4, bHLHd5, bHLHd6, bHLHd7, bHLHd8	14q23		4149	ENSG00000125952	NM_197957	OTTHUMG00000142809	154950	P61244
HGNC:6914	MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	Approved		ZF87, Pur-1, Zif87, ZNF801	16p11.2	M93339	4150	ENSG00000103495	NM_002383	OTTHUMG00000190393	600999	P56270
HGNC:6915	MB	myoglobin	Approved		PVALB	22q13.1		4151	ENSG00000198125	NM_203377	OTTHUMG00000150606	160000	P02144
HGNC:21367	MB21D1	Mab-21 domain containing 1	Approved	C6orf150		6q13	BC012928	115004	ENSG00000164430	NM_138441	OTTHUMG00000015034	613973	Q8N884
HGNC:30438	MB21D2	Mab-21 domain containing 2	Approved	C3orf59		3q28-q29	AK056276	151963	ENSG00000180611	NM_178496	OTTHUMG00000155768		Q8IYB1
HGNC:6916	MBD1	methyl-CpG binding domain protein 1	Approved		PCM1, CXXC3	18q21	Y10746	4152	ENSG00000141644	NM_015846	OTTHUMG00000132669	156535	Q9UIS9
HGNC:6917	MBD2	methyl-CpG binding domain protein 2	Approved			18q21	AF072242	8932	ENSG00000134046	NM_003927	OTTHUMG00000132705	603547	Q9UBB5
HGNC:6918	MBD3	methyl-CpG binding domain protein 3	Approved			19p13	AF072247	53615		NM_003926		603573	O95983
HGNC:15774	MBD3L1	methyl-CpG binding domain protein 3-like 1	Approved	MBD3L		19p13.2	AY038022	85509	ENSG00000170948	NM_145208		607963	Q8WWY6
HGNC:18532	MBD3L2	methyl-CpG binding domain protein 3-like 2	Approved			19p13.3	AF503919	125997	ENSG00000230522	NM_144614		607964	Q8NHZ7
HGNC:37205	MBD3L3	methyl-CpG binding domain protein 3-like 3	Approved			19p13.2		653657	ENSG00000182315	NM_001164425	OTTHUMG00000181976		A6NE82
HGNC:37206	MBD3L4	methyl-CpG binding domain protein 3-like 4	Approved			19p13.2		653656	ENSG00000205718	NM_001164419	OTTHUMG00000181974		A6NDZ8
HGNC:37204	MBD3L5	methyl-CpG binding domain protein 3-like 5	Approved			19p13.2		284428	ENSG00000237247	NM_001136507	OTTHUMG00000181973		A6NJ08
HGNC:6919	MBD4	methyl-CpG binding domain 4 DNA glycosylase	Approved		MED1	3q21.3	AF072250	8930	ENSG00000129071	NM_003925	OTTHUMG00000159463	603574	O95243
HGNC:20444	MBD5	methyl-CpG binding domain protein 5	Approved		FLJ11113, KIAA1461	2q23.2	AB040894		ENSG00000204406		OTTHUMG00000150440	611472	Q9P267
HGNC:20445	MBD6	methyl-CpG binding domain protein 6	Approved		KIAA1887	12q13.2	AB067474						Q96DN6
HGNC:20427	MBIP	MAP3K12 binding inhibitory protein 1	Approved			14q13.2	BC016821	51562	ENSG00000151332	NM_016586	OTTHUMG00000140222	609431	Q9NS73
HGNC:6922	MBL2	mannose-binding lectin (protein C) 2, soluble	Approved	MBL	COLEC1	10q11.2	AF360991	4153	ENSG00000165471	NM_000242	OTTHUMG00000150270	154545	P11226
HGNC:22180	MBLAC1	metallo-beta-lactamase domain containing 1	Approved		MGC49416	7q22	BC031288	255374	ENSG00000214309	NM_203397	OTTHUMG00000154846		A4D2B0
HGNC:33711	MBLAC2	metallo-beta-lactamase domain containing 2	Approved		DKFZp686P15118, MGC46734	5q14.3	BC038230	153364	ENSG00000176055	NM_203406	OTTHUMG00000131327		Q68D91
HGNC:6923	MBNL1	muscleblind-like splicing regulator 1	Approved	MBNL	KIAA0428, EXP42, EXP40, EXP35, EXP	3q25	Y13829	4154	ENSG00000152601	NM_021038	OTTHUMG00000159163	606516	Q9NR56
HGNC:16746	MBNL2	muscleblind-like splicing regulator 2	Approved		MBLL, MBLL39	13q31.1	AF061261	10150	ENSG00000139793	NM_144778	OTTHUMG00000017239	607327	Q5VZF2
HGNC:20564	MBNL3	muscleblind-like splicing regulator 3	Approved		CHCR, FLJ11316, MBLX39, MBXL	Xq26.2	AF491305	55796	ENSG00000076770	NM_018388	OTTHUMG00000022426	300413	Q9NUK0
HGNC:21579	MBOAT1	membrane bound O-acyltransferase domain containing 1	Approved	OACT1	MGC44669, dJ434O11.1, LPEAT1	6p22.3	AK093994	154141	ENSG00000172197		OTTHUMG00000014334	611732	Q6ZNC8
HGNC:25193	MBOAT2	membrane bound O-acyltransferase domain containing 2	Approved	OACT2	FLJ14415, FLJ90298	2p25	BC016005	129642	ENSG00000143797	NM_138799	OTTHUMG00000090363	611949	Q6ZWT7
HGNC:32311	MBOAT4	membrane bound O-acyltransferase domain containing 4	Approved	OACT4	FKSG89, GOAT	8p12	AF359269	619373	ENSG00000177669		OTTHUMG00000163824	611940	Q96T53
HGNC:15505	MBOAT7	membrane bound O-acyltransferase domain containing 7	Approved	LENG4	BB1, hMBOA-7, LPIAT	19q13.4	AF211969	79143	ENSG00000125505	NM_024298	OTTHUMG00000066516	606048	Q96N66
HGNC:6925	MBP	myelin basic protein	Approved			18q23		4155	ENSG00000197971	NM_001025081	OTTHUMG00000132874	159430	P02686
HGNC:19866	MBTD1	mbt domain containing 1	Approved		SA49P01, FLJ20055	17q21.33	AK000062	54799	ENSG00000011258		OTTHUMG00000150442		Q05BQ5
HGNC:15456	MBTPS1	membrane-bound transcription factor peptidase, site 1	Approved		S1P, KIAA0091, SKI-1, PCSK8	16q24	D42053	8720	ENSG00000140943	NM_003791	OTTHUMG00000137639	603355	Q14703
HGNC:15455	MBTPS2	membrane-bound transcription factor peptidase, site 2	Approved	KFSD	S2P	Xp22.12-p22.11	AF019612	51360	ENSG00000012174		OTTHUMG00000021237	300294	O43462
HGNC:6929	MC1R	melanocortin 1 receptor (alpha melanocyte stimulating hormone receptor)	Approved		MSH-R	16q24.3		4157	ENSG00000258839	NM_002386		155555	Q01726
HGNC:6930	MC2R	melanocortin 2 receptor (adrenocorticotropic hormone)	Approved		ACTHR	18p11.2			ENSG00000185231		OTTHUMG00000131721	607397	Q01718
HGNC:6931	MC3R	melanocortin 3 receptor	Approved		MC3	20q13.2-q13.3		4159	ENSG00000124089		OTTHUMG00000032785	155540	P41968
HGNC:6932	MC4R	melanocortin 4 receptor	Approved			18q22	AY236539	4160	ENSG00000166603	NM_005912	OTTHUMG00000132766	155541	P32245
HGNC:6933	MC5R	melanocortin 5 receptor	Approved			18p11.2	AY268429	4161	ENSG00000176136	NM_005913	OTTHUMG00000131720	600042	P33032
HGNC:6934	MCAM	melanoma cell adhesion molecule	Approved		MUC18, CD146	11q23.3	X68264	4162				155735	P43121
HGNC:29622	MCAT	malonyl CoA:ACP acyltransferase (mitochondrial)	Approved		MT, MCT, fabD, FASN2C, NET62	22q13.2	AL359401	27349	ENSG00000100294	NM_173467	OTTHUMG00000150704	614479	Q8IVS2
HGNC:6935	MCC	mutated in colorectal cancers	Approved			5q21-q22		4163	ENSG00000171444	NM_001085377	OTTHUMG00000128804	159350	P23508
HGNC:6936	MCCC1	methylcrotonoyl-CoA carboxylase 1 (alpha)	Approved		MCCA	3q27.1	AF310972	56922	ENSG00000078070	NM_020166	OTTHUMG00000158355	609010	Q96RQ3
HGNC:6937	MCCC2	methylcrotonoyl-CoA carboxylase 2 (beta)	Approved		MCCB	5q12-q13	AF310971	64087	ENSG00000131844		OTTHUMG00000162505	609014	Q9HCC0
HGNC:20668	MCCD1	mitochondrial coiled-coil domain 1	Approved			6p21.3		401250				609624	P59942
HGNC:16732	MCEE	methylmalonyl CoA epimerase	Approved		GLOD2	2p13.3	AF364547	84693	ENSG00000124370	NM_032601	OTTHUMG00000129709	608419	Q96PE7
HGNC:27291	MCEMP1	mast cell-expressed membrane protein 1	Approved	C19orf59	MGC132456	19p13.2	AF461155	199675	ENSG00000183019	NM_174918		609565	Q8IX19
HGNC:6940	MCF2	MCF.2 cell line derived transforming sequence	Approved		DBL, ARHGEF21	Xq26.3-q27.1		4168	ENSG00000101977	NM_005369	OTTHUMG00000022537	311030	P10911
HGNC:14576	MCF2L	MCF.2 cell line derived transforming sequence-like	Approved		KIAA0362, DBS, OST, ARHGEF14	13q34	AB002360	23263	ENSG00000126217		OTTHUMG00000017377	609499	O15068
HGNC:30319	MCF2L2	MCF.2 cell line derived transforming sequence-like 2	Approved		KIAA0861, ARHGEF22	3q27	AB020668	23101	ENSG00000053524	NM_015078	OTTHUMG00000158388		Q86YR7
HGNC:18451	MCFD2	multiple coagulation factor deficiency 2	Approved		F5F8D, LMAN1IP, SDNSF	2p21	AF475284	90411	ENSG00000180398	NM_139279	OTTHUMG00000153100	607788	Q8NI22
HGNC:4479	MCHR1	melanin-concentrating hormone receptor 1	Approved	GPR24	SLC1, MCH1R	22q13.3		2847	ENSG00000128285	NM_005297	OTTHUMG00000150256	601751	Q99705
HGNC:20867	MCHR2	melanin-concentrating hormone receptor 2	Approved	GPR145	SLT, MCH2, MCH2R	6q16	AF347063	84539	ENSG00000152034	NM_032503	OTTHUMG00000015270	606111	Q969V1
HGNC:40050	MCIDAS	multiciliate differentiation and DNA synthesis associated cell cycle protein	Approved	MCIN	MCI, IDAS	5q11.2	FR854393	345643	ENSG00000234602	NM_001190787	OTTHUMG00000162600	614086	D6RGH6
HGNC:6943	MCL1	myeloid cell leukemia 1	Approved		BCL2L3, Mcl-1	1q21	BC017197	4170	ENSG00000143384	NM_021960	OTTHUMG00000034867	159552	Q07820
HGNC:6944	MCM2	minichromosome maintenance complex component 2	Approved	CCNL1, CDCL1	D3S3194, KIAA0030, BM28, cdc19	3q21	X67334	4171	ENSG00000073111		OTTHUMG00000159637	116945	P49736
HGNC:6945	MCM3	minichromosome maintenance complex component 3	Approved			6p12	X62153	4172	ENSG00000112118		OTTHUMG00000014844	602693	P25205
